,actor_1_name,actor_2_name,actor_3_name,director_name,genres,movie_title,comb
1200,Kelly Rutherford,Roger Jackson,Nancy O'Dell,Wes Craven,Horror|Mystery,scream 3,Kelly Rutherford Roger Jackson Nancy O'Dell Wes Craven Horror|Mystery
1201,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,Robert Zemeckis,Adventure|Comedy|Sci-Fi|Western,back to the future part iii,Lea Thompson Jeffrey Weissman Thomas F. Wilson Robert Zemeckis Adventure|Comedy|Sci-Fi|Western
1202,Will Ferrell,Alison Brie,Craig T. Nelson,Etan Cohen,Comedy|Crime,get hard,Will Ferrell Alison Brie Craig T. Nelson Etan Cohen Comedy|Crime
1203,Keanu Reeves,Anthony Hopkins,Gary Oldman,Francis Ford Coppola,Fantasy|Horror|Romance,bram stoker's dracula,Keanu Reeves Anthony Hopkins Gary Oldman Francis Ford Coppola Fantasy|Horror|Romance
1204,Meryl Streep,Mary Lynn Rajskub,Vanessa Ferlito,Nora Ephron,Biography|Drama|Romance,julie & julia,Meryl Streep Mary Lynn Rajskub Vanessa Ferlito Nora Ephron Biography|Drama|Romance
1205,Harrison Ford,Christopher Meloni,Nicole Beharie,Brian Helgeland,Biography|Drama|Sport,42,Harrison Ford Christopher Meloni Nicole Beharie Brian Helgeland Biography|Drama|Sport
1206,Philip Seymour Hoffman,Matt Damon,Jack Davenport,Anthony Minghella,Crime|Drama|Thriller,the talented mr. ripley,Philip Seymour Hoffman Matt Damon Jack Davenport Anthony Minghella Crime|Drama|Thriller
1207,Bill Murray,Kathleen Turner,Rob Riggle,Bobby Farrelly,Comedy,dumb and dumber to,Bill Murray Kathleen Turner Rob Riggle Bobby Farrelly Comedy
1208,Paul Walker,Bruce Greenwood,Wendy Crewson,Frank Marshall,Adventure|Drama|Family,eight below,Paul Walker Bruce Greenwood Wendy Crewson Frank Marshall Adventure|Drama|Family
1209,Robert De Niro,Anne Hathaway,Rene Russo,Nancy Meyers,Comedy|Drama,the intern,Robert De Niro Anne Hathaway Rene Russo Nancy Meyers Comedy|Drama
1210,Olivia Munn,Nadine Velazquez,Bruce McGill,Tim Story,Action|Comedy,ride along 2,Olivia Munn Nadine Velazquez Bruce McGill Tim Story Action|Comedy
1211,Wes Studi,Terry Kinney,Eric Schweig,Michael Mann,Action|Adventure|Drama|Romance|War,the last of the mohicans,Wes Studi Terry Kinney Eric Schweig Michael Mann Action|Adventure|Drama|Romance|War
1212,Bokeem Woodbine,Curtis Armstrong,Harry Lennix,Taylor Hackford,Biography|Drama|Music,ray,Bokeem Woodbine Curtis Armstrong Harry Lennix Taylor Hackford Biography|Drama|Music
1213,Rosario Dawson,Powers Boothe,Jason Douglas,Frank Miller,Crime|Thriller,sin city,Rosario Dawson Powers Boothe Jason Douglas Frank Miller Crime|Thriller
1214,Dennis Quaid,Edgar Ramírez,William Hurt,Pete Travis,Crime|Drama|Mystery|Thriller,vantage point,Dennis Quaid Edgar Ramírez William Hurt Pete Travis Crime|Drama|Mystery|Thriller
1215,J.K. Simmons,Jon Favreau,Jane Curtin,John Hamburg,Comedy|Romance,"i love you, man",J.K. Simmons Jon Favreau Jane Curtin John Hamburg Comedy|Romance
1216,Jason Alexander,Bruce McGill,Susan Ward,Bobby Farrelly,Comedy|Drama|Fantasy|Romance,shallow hal,Jason Alexander Bruce McGill Susan Ward Bobby Farrelly Comedy|Drama|Fantasy|Romance
1217,Sally Kirkland,Jay O. Sanders,Cheryl Penland,Oliver Stone,Drama|History|Thriller,jfk,Sally Kirkland Jay O. Sanders Cheryl Penland Oliver Stone Drama|History|Thriller
1218,Chloë Grace Moretz,Nia Long,Marisol Nichols,John Whitesell,Comedy|Crime,big momma's house 2,Chloë Grace Moretz Nia Long Marisol Nichols John Whitesell Comedy|Crime
1219,J.K. Simmons,Brad Pitt,Julia Roberts,Gore Verbinski,Adventure|Comedy|Crime|Romance,the mexican,J.K. Simmons Brad Pitt Julia Roberts Gore Verbinski Adventure|Comedy|Crime|Romance
1220,Finn Wittrock,Jack O'Connell,Alex Russell,Angelina Jolie Pitt,Biography|Drama|Sport|War,unbroken,Finn Wittrock Jack O'Connell Alex Russell Angelina Jolie Pitt Biography|Drama|Sport|War
1221,Matthew Perry,Hunter Parrish,Thomas Lennon,Burr Steers,Comedy|Drama|Family|Fantasy|Romance,17 again,Matthew Perry Hunter Parrish Thomas Lennon Burr Steers Comedy|Drama|Family|Fantasy|Romance
1222,Don Johnson,Kate Upton,David Thornton,Nick Cassavetes,Comedy|Romance,the other woman,Don Johnson Kate Upton David Thornton Nick Cassavetes Comedy|Romance
1223,Krista Allen,Andrew Fiscella,Shantel VanSanten,David R. Ellis,Horror,the final destination,Krista Allen Andrew Fiscella Shantel VanSanten David R. Ellis Horror
1224,Tom Hanks,Mark Rylance,Amy Ryan,Steven Spielberg,Drama|History|Thriller,bridge of spies,Tom Hanks Mark Rylance Amy Ryan Steven Spielberg Drama|History|Thriller
1225,Joaquim de Almeida,David Keith,Sam Jaeger,John Moore,Action|Drama|Thriller|War,behind enemy lines,Joaquim de Almeida David Keith Sam Jaeger John Moore Action|Drama|Thriller|War
1226,Pink,Mario Lopez,Lino Facioli,Nicholas Stoller,Comedy|Music,get him to the greek,Pink Mario Lopez Lino Facioli Nicholas Stoller Comedy|Music
1227,Lisa Ann Walter,Nick Cannon,Omar Benson Miller,Peter Chelsom,Comedy|Drama|Romance,shall we dance,Lisa Ann Walter Nick Cannon Omar Benson Miller Peter Chelsom Comedy|Drama|Romance
1228,Kirsten Dunst,Denis Leary,Robert Picardo,Joe Dante,Action|Adventure|Comedy|Family|Sci-Fi,small soldiers,Kirsten Dunst Denis Leary Robert Picardo Joe Dante Action|Adventure|Comedy|Family|Sci-Fi
1229,Michael Jai White,Frank Welker,Miko Hughes,Mark A.Z. Dippé,Action|Horror,spawn,Michael Jai White Frank Welker Miko Hughes Mark A.Z. Dippé Action|Horror
1230,Henry Cavill,James Frain,Michael Wincott,Kevin Reynolds,Action|Adventure|Drama|Romance|Thriller,the count of monte cristo,Henry Cavill James Frain Michael Wincott Kevin Reynolds Action|Adventure|Drama|Romance|Thriller
1231,Matthew McConaughey,Margarita Levieva,Frances Fisher,Brad Furman,Crime|Drama|Thriller,the lincoln lawyer,Matthew McConaughey Margarita Levieva Frances Fisher Brad Furman Crime|Drama|Thriller
1232,Liam Neeson,Frank Langella,Aidan Quinn,Jaume Collet-Serra,Action|Mystery|Thriller,unknown,Liam Neeson Frank Langella Aidan Quinn Jaume Collet-Serra Action|Mystery|Thriller
1233,Christian Bale,Hugh Jackman,Scarlett Johansson,Christopher Nolan,Drama|Mystery|Sci-Fi|Thriller,the prestige,Christian Bale Hugh Jackman Scarlett Johansson Christopher Nolan Drama|Mystery|Sci-Fi|Thriller
1234,Kevin Spacey,Christoph Waltz,Lindsay Sloane,Sean Anders,Comedy|Crime,horrible bosses 2,Kevin Spacey Christoph Waltz Lindsay Sloane Sean Anders Comedy|Crime
1235,Brendan Fraser,Paul Scheer,Jonathan Morgan Heit,Cal Brunker,Adventure|Animation|Comedy|Family|Sci-Fi,escape from planet earth,Brendan Fraser Paul Scheer Jonathan Morgan Heit Cal Brunker Adventure|Animation|Comedy|Family|Sci-Fi
1236,Rudy Youngblood,Dalia Hernández,Jonathan Brewer,Mel Gibson,Action|Adventure|Drama|Thriller,apocalypto,Rudy Youngblood Dalia Hernández Jonathan Brewer Mel Gibson Action|Adventure|Drama|Thriller
1237,Joe Don Baker,Desmond Llewelyn,Art Malik,John Glen,Action|Adventure|Thriller,the living daylights,Joe Don Baker Desmond Llewelyn Art Malik John Glen Action|Adventure|Thriller
1238,Topher Grace,Alice Braga,Derek Mears,Nimród Antal,Action|Adventure|Sci-Fi|Thriller,predators,Topher Grace Alice Braga Derek Mears Nimród Antal Action|Adventure|Sci-Fi|Thriller
1239,Brian Dennehy,Debra Winger,Roscoe Lee Browne,Ivan Reitman,Comedy|Crime|Romance,legal eagles,Brian Dennehy Debra Winger Roscoe Lee Browne Ivan Reitman Comedy|Crime|Romance
1240,Johnny Depp,Charles S. Dutton,Timothy Hutton,David Koepp,Mystery|Thriller,secret window,Johnny Depp Charles S. Dutton Timothy Hutton David Koepp Mystery|Thriller
1241,Keanu Reeves,Dylan Walsh,Ebon Moss-Bachrach,Alejandro Agresti,Drama|Fantasy|Romance,the lake house,Keanu Reeves Dylan Walsh Ebon Moss-Bachrach Alejandro Agresti Drama|Fantasy|Romance
1242,Gena Rowlands,Deneen Tyler,Joy Bryant,Iain Softley,Horror|Mystery|Thriller,the skeleton key,Gena Rowlands Deneen Tyler Joy Bryant Iain Softley Horror|Mystery|Thriller
1243,Jennifer Garner,Odeya Rush,Common,Peter Hedges,Comedy|Drama|Family|Fantasy,the odd life of timothy green,Jennifer Garner Odeya Rush Common Peter Hedges Comedy|Drama|Family|Fantasy
1244,Busy Philipps,Beau Garrett,Kevin Sussman,Paul Weiland,Comedy|Romance,made of honor,Busy Philipps Beau Garrett Kevin Sussman Paul Weiland Comedy|Romance
1245,Johnny Cannizzaro,Steve Schirripa,Scott Vance,Clint Eastwood,Biography|Drama|Music|Musical,jersey boys,Johnny Cannizzaro Steve Schirripa Scott Vance Clint Eastwood Biography|Drama|Music|Musical
1246,Matt Damon,Dean Stockwell,Virginia Madsen,Francis Ford Coppola,Crime|Drama|Thriller,the rainmaker,Matt Damon Dean Stockwell Virginia Madsen Francis Ford Coppola Crime|Drama|Thriller
1247,Robert Downey Jr.,Charles S. Dutton,Bernard Hill,Mathieu Kassovitz,Horror|Mystery|Thriller,gothika,Robert Downey Jr. Charles S. Dutton Bernard Hill Mathieu Kassovitz Horror|Mystery|Thriller
1248,Anthony Hopkins,Morgan Freeman,Matthew McConaughey,Steven Spielberg,Drama|History,amistad,Anthony Hopkins Morgan Freeman Matthew McConaughey Steven Spielberg Drama|History
1249,Lorraine Bracco,José Wilker,Sean Connery,John McTiernan,Adventure|Drama|Romance,medicine man,Lorraine Bracco José Wilker Sean Connery John McTiernan Adventure|Drama|Romance
1250,Sam Trammell,Johnny Lewis,Ian Whyte,Colin Strause,Action|Horror|Sci-Fi|Thriller,aliens vs. predator: requiem,Sam Trammell Johnny Lewis Ian Whyte Colin Strause Action|Horror|Sci-Fi|Thriller
1251,Macaulay Culkin,John Larroquette,Jonathan Hyde,Donald Petrie,Comedy|Family,ri¢hie ri¢h,Macaulay Culkin John Larroquette Jonathan Hyde Donald Petrie Comedy|Family
1252,J.K. Simmons,Sam Trammell,Elaine Stritch,Joan Chen,Drama|Romance,autumn in new york,J.K. Simmons Sam Trammell Elaine Stritch Joan Chen Drama|Romance
1253,Brad Garrett,Scott Porter,Haley Bennett,Marc Lawrence,Comedy|Music|Romance,music and lyrics,Brad Garrett Scott Porter Haley Bennett Marc Lawrence Comedy|Music|Romance
1254,Bobby Lee,Nelson Ascencio,Jeremy Owen,Greg Mottola,Adventure|Comedy|Sci-Fi,paul,Bobby Lee Nelson Ascencio Jeremy Owen Greg Mottola Adventure|Comedy|Sci-Fi
1255,Miriam Margolyes,Tom Virtue,Julene Renee,Anne Fletcher,Comedy|Drama,the guilt trip,Miriam Margolyes Tom Virtue Julene Renee Anne Fletcher Comedy|Drama
1256,Alison Brie,Aimee Teegarden,Shenae Grimes-Beech,Wes Craven,Horror|Mystery,scream 4,Alison Brie Aimee Teegarden Shenae Grimes-Beech Wes Craven Horror|Mystery
1257,Nicolas Cage,Chris Bauer,Anthony Heald,Joel Schumacher,Mystery|Thriller,8mm,Nicolas Cage Chris Bauer Anthony Heald Joel Schumacher Mystery|Thriller
1258,Michael Wincott,Kevin Dillon,Kathleen Quinlan,Oliver Stone,Biography|Drama|Music|Musical,the doors,Michael Wincott Kevin Dillon Kathleen Quinlan Oliver Stone Biography|Drama|Music|Musical
1259,James Wilcox,Randall Park,Nat Faxon,Jake Kasdan,Comedy,sex tape,James Wilcox Randall Park Nat Faxon Jake Kasdan Comedy
1260,Adam Arkin,Celia Weston,Jesse James,Diane Keaton,Comedy|Drama,hanging up,Adam Arkin Celia Weston Jesse James Diane Keaton Comedy|Drama
1261,Emma Bell,Jacqueline MacInnes Wood,Courtney B. Vance,Steven Quale,Horror,final destination 5,Emma Bell Jacqueline MacInnes Wood Courtney B. Vance Steven Quale Horror
1262,Jeanne Tripplehorn,Burt Young,Vincent Pastore,Kelly Makin,Comedy|Crime|Romance,mickey blue eyes,Jeanne Tripplehorn Burt Young Vincent Pastore Kelly Makin Comedy|Crime|Romance
1263,Kevin Spacey,Haley Joel Osment,Angie Dickinson,Mimi Leder,Drama,pay it forward,Kevin Spacey Haley Joel Osment Angie Dickinson Mimi Leder Drama
1264,Jimmy Fallon,KaDee Strickland,Ione Skye,Bobby Farrelly,Comedy|Drama|Romance|Sport,fever pitch,Jimmy Fallon KaDee Strickland Ione Skye Bobby Farrelly Comedy|Drama|Romance|Sport
1265,Bruce Dinsmore,Melissa Altro,Daniel Brochu,unknown,Animation|Comedy|Family,arthur            ,Bruce Dinsmore Melissa Altro Daniel Brochu unknown Animation|Comedy|Family
1266,Lisa Ann Walter,Shaun Weiss,Matt Walsh,Steven Brill,Comedy|Drama,drillbit taylor,Lisa Ann Walter Shaun Weiss Matt Walsh Steven Brill Comedy|Drama
1267,Liam Neeson,Charlize Theron,Seth MacFarlane,Seth MacFarlane,Comedy|Western,a million ways to die in the west,Liam Neeson Charlize Theron Seth MacFarlane Seth MacFarlane Comedy|Western
1268,Jonathan Winters,Peter Boyle,John Kapelos,Russell Mulcahy,Action|Adventure|Crime|Fantasy|Mystery|Thriller,the shadow,Jonathan Winters Peter Boyle John Kapelos Russell Mulcahy Action|Adventure|Crime|Fantasy|Mystery|Thriller
1269,Tom Hanks,Thomas Horn,Stephen Henderson,Stephen Daldry,Adventure|Drama|Mystery,extremely loud & incredibly close,Tom Hanks Thomas Horn Stephen Henderson Stephen Daldry Adventure|Drama|Mystery
1270,Noah Bean,Patti D'Arbanville,Vanessa Aspillaga,Roger Michell,Comedy|Drama|Romance,morning glory,Noah Bean Patti D'Arbanville Vanessa Aspillaga Roger Michell Comedy|Drama|Romance
1271,50 Cent,Bill Duke,Marc John Jefferies,Jim Sheridan,Biography|Crime|Drama|Music,get rich or die tryin',50 Cent Bill Duke Marc John Jefferies Jim Sheridan Biography|Crime|Drama|Music
1272,Michael Biehn,Cary-Hiroyuki Tagawa,Anne Archer,Christian Duguay,Action|Adventure|Crime|Thriller,the art of war,Michael Biehn Cary-Hiroyuki Tagawa Anne Archer Christian Duguay Action|Adventure|Crime|Thriller
1273,Rosario Dawson,David Fine,Jesse L. Martin,Chris Columbus,Drama|Musical|Romance,rent,Rosario Dawson David Fine Jesse L. Martin Chris Columbus Drama|Musical|Romance
1274,Rufus Sewell,Jimmy Smits,Angela Bettis,Chuck Russell,Crime|Drama|Horror|Thriller,bless the child,Rufus Sewell Jimmy Smits Angela Bettis Chuck Russell Crime|Drama|Horror|Thriller
1275,Oliver Hudson,Valerie Perri,Carlease Burke,Sam Weisman,Comedy,the out-of-towners,Oliver Hudson Valerie Perri Carlease Burke Sam Weisman Comedy
1276,Marlon Brando,Temuera Morrison,Marco Hofschneider,John Frankenheimer,Horror|Sci-Fi|Thriller,the island of dr. moreau,Marlon Brando Temuera Morrison Marco Hofschneider John Frankenheimer Horror|Sci-Fi|Thriller
1277,Catherine Deneuve,Justin Chambers,Stephen Rea,Peter Hyams,Action|Adventure|Romance,the musketeer,Catherine Deneuve Justin Chambers Stephen Rea Peter Hyams Action|Adventure|Romance
1278,Natalie Portman,Scarlett Johansson,Benedict Cumberbatch,Justin Chadwick,Biography|Drama|History|Romance,the other boleyn girl,Natalie Portman Scarlett Johansson Benedict Cumberbatch Justin Chadwick Biography|Drama|History|Romance
1279,Keanu Reeves,Charlize Theron,Frank Langella,Pat O'Connor,Drama|Romance,sweet november,Keanu Reeves Charlize Theron Frank Langella Pat O'Connor Drama|Romance
1280,Stephen Rea,Andrea Frankle,William Ragsdale,Stephen Hopkins,Horror|Thriller,the reaping,Stephen Rea Andrea Frankle William Ragsdale Stephen Hopkins Horror|Thriller
1281,Robert De Niro,David Carradine,David Proval,Martin Scorsese,Crime|Drama|Romance|Thriller,mean streets,Robert De Niro David Carradine David Proval Martin Scorsese Crime|Drama|Romance|Thriller
1282,Ed Begley Jr.,Cliff Robertson,Lillo Brancato,Penny Marshall,Comedy|Drama,renaissance man,Ed Begley Jr. Cliff Robertson Lillo Brancato Penny Marshall Comedy|Drama
1283,Jordi Mollà,Callum Blue,Jesse Borrego,Olivier Megaton,Action|Crime|Drama|Thriller,colombiana,Jordi Mollà Callum Blue Jesse Borrego Olivier Megaton Action|Crime|Drama|Thriller
1284,Gary Oldman,Jaleel White,Eric Idle,Frederik Du Chau,Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical,the magic sword: quest for camelot,Gary Oldman Jaleel White Eric Idle Frederik Du Chau Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical
1285,Robert De Niro,James Franco,John Doman,Michael Caton-Jones,Crime|Drama|Mystery|Thriller,city by the sea,Robert De Niro James Franco John Doman Michael Caton-Jones Crime|Drama|Mystery|Thriller
1286,Mira Sorvino,Nathan Lane,Steven Weber,Irwin Winkler,Drama|Romance,at first sight,Mira Sorvino Nathan Lane Steven Weber Irwin Winkler Drama|Romance
1287,Dane Cook,Jay Hernandez,Christina Milian,Joseph Kahn,Action|Comedy|Crime,torque,Dane Cook Jay Hernandez Christina Milian Joseph Kahn Action|Comedy|Crime
1288,Al Pacino,Martin Landau,Bridget Fonda,Harold Becker,Drama|Thriller,city hall,Al Pacino Martin Landau Bridget Fonda Harold Becker Drama|Thriller
1289,Bobbie Phillips,Elizabeth Berkley,Robert Davi,Paul Verhoeven,Drama,showgirls,Bobbie Phillips Elizabeth Berkley Robert Davi Paul Verhoeven Drama
1290,Kirsten Dunst,Shirley Henderson,Rip Torn,Sofia Coppola,Biography|Drama|History|Romance,marie antoinette,Kirsten Dunst Shirley Henderson Rip Torn Sofia Coppola Biography|Drama|History|Romance
1291,Nicolas Cage,Michael Rapaport,Philip Baker Hall,Barbet Schroeder,Action|Crime|Thriller,kiss of death,Nicolas Cage Michael Rapaport Philip Baker Hall Barbet Schroeder Action|Crime|Thriller
1292,Sylvester Stallone,Miranda Richardson,Lauren Lee Smith,Stephen Kay,Action|Crime|Drama|Thriller,get carter,Sylvester Stallone Miranda Richardson Lauren Lee Smith Stephen Kay Action|Crime|Drama|Thriller
1293,Naomi Watts,Geraldine Chaplin,Oaklee Pendergast,J.A. Bayona,Drama|Thriller,the impossible,Naomi Watts Geraldine Chaplin Oaklee Pendergast J.A. Bayona Drama|Thriller
1294,Carol Kane,Warren Beatty,Isabelle Adjani,Elaine May,Action|Adventure|Comedy|Music|Thriller,ishtar,Carol Kane Warren Beatty Isabelle Adjani Elaine May Action|Adventure|Comedy|Music|Thriller
1295,Bill Murray,Meryl Streep,Helen McCrory,Wes Anderson,Adventure|Animation|Comedy|Crime|Family,fantastic mr. fox,Bill Murray Meryl Streep Helen McCrory Wes Anderson Adventure|Animation|Comedy|Crime|Family
1296,Angelina Jolie Pitt,Stockard Channing,James Gammon,Stephen Herek,Comedy|Romance,life or something like it,Angelina Jolie Pitt Stockard Channing James Gammon Stephen Herek Comedy|Romance
1297,Richard Epcar,Michael McKean,Patricia Heaton,John Carpenter,Comedy|Romance|Sci-Fi|Thriller,memoirs of an invisible man,Richard Epcar Michael McKean Patricia Heaton John Carpenter Comedy|Romance|Sci-Fi|Thriller
1298,Mathieu Kassovitz,Jamel Debbouze,Isabelle Nanty,Jean-Pierre Jeunet,Comedy|Romance,amélie,Mathieu Kassovitz Jamel Debbouze Isabelle Nanty Jean-Pierre Jeunet Comedy|Romance
1299,Mary-Kate Olsen,Bob Saget,Riley Smith,Dennie Gordon,Comedy|Crime|Family|Romance,new york minute,Mary-Kate Olsen Bob Saget Riley Smith Dennie Gordon Comedy|Crime|Family|Romance
1300,Omar Epps,Nia Long,Jane Krakowski,Charles Shyer,Comedy|Drama|Romance,alfie,Omar Epps Nia Long Jane Krakowski Charles Shyer Comedy|Drama|Romance
1301,Ted Danson,Tim Blake Nelson,Andrew Daly,Ken Kwapis,Biography|Drama|Romance,big miracle,Ted Danson Tim Blake Nelson Andrew Daly Ken Kwapis Biography|Drama|Romance
1302,Alexa PenaVega,Treat Williams,Jonathan Jackson,Ulu Grosbard,Drama,the deep end of the ocean,Alexa PenaVega Treat Williams Jonathan Jackson Ulu Grosbard Drama
1303,Natascha McElhone,Jeffrey Combs,Udo Kier,William Malone,Crime|Horror|Thriller,feardotcom,Natascha McElhone Jeffrey Combs Udo Kier William Malone Crime|Horror|Thriller
1304,Josh Hutcherson,Salma Hayek,Patrick Fugit,Paul Weitz,Action|Adventure|Fantasy|Thriller,cirque du freak: the vampire's assistant,Josh Hutcherson Salma Hayek Patrick Fugit Paul Weitz Action|Adventure|Fantasy|Thriller
1305,Daniel Radcliffe,Spencer Wilding,Daniel Mays,Paul McGuigan,Drama|Horror|Sci-Fi|Thriller,victor frankenstein,Daniel Radcliffe Spencer Wilding Daniel Mays Paul McGuigan Drama|Horror|Sci-Fi|Thriller
1306,Justin Theroux,Amber Valletta,Harvey Fierstein,Danny DeVito,Comedy,duplex,Justin Theroux Amber Valletta Harvey Fierstein Danny DeVito Comedy
1307,Bernie Mac,Sean Hayes,Mike Epps,Malcolm D. Lee,Comedy|Drama|Music,soul men,Bernie Mac Sean Hayes Mike Epps Malcolm D. Lee Comedy|Drama|Music
1308,M. Emmet Walsh,Jason Robards,Anne Archer,Jerry Jameson,Action|Adventure|Drama|Thriller,raise the titanic,M. Emmet Walsh Jason Robards Anne Archer Jerry Jameson Action|Adventure|Drama|Thriller
1309,Michael Jai White,Daniel von Bargen,Xander Berkeley,Mic Rodgers,Action|Sci-Fi,universal soldier: the return,Michael Jai White Daniel von Bargen Xander Berkeley Mic Rodgers Action|Sci-Fi
1310,Norman Reedus,Dennis Quaid,Eddie Rouse,Christian Alvart,Action|Horror|Mystery|Sci-Fi|Thriller,pandorum,Norman Reedus Dennis Quaid Eddie Rouse Christian Alvart Action|Horror|Mystery|Sci-Fi|Thriller
1311,Gary Dourdan,Mekhi Phifer,Tim Guinee,Gary Fleder,Drama|Mystery|Sci-Fi|Thriller,impostor,Gary Dourdan Mekhi Phifer Tim Guinee Gary Fleder Drama|Mystery|Sci-Fi|Thriller
